,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
10,sawah besar,-,jakarta pusat,jakarta pusat,dki jakarta,dki jakarta,"\- Kebakaran melanda sebuah rumah toko (ruko) berlantai empat di Jalan Gunung
Sahari Raya Nomor 2B, Sawah Besar, Jakarta Pusat, Senin (19/12/2022) dini
hari.

Kepala Suku Dinas Penanggulangan Kebakaran dan Penyelamatan (Sudin Gulkarmat)
Jakarta Pusat Asril Rizal mengatakan, jajarannya menerima laporan kebakaran
sekitar pukul 03.10 WIB.

""Sumber informasi Pos Pasar Baru, obyek terbakar ruko empat lantai,"" kata
Asril dalam keterangannya, Senin.

Dalam upaya pemadaman api, Sudin Gulkarmat Jakarta Pusat mengerahkan 13 unit
mobil damkar beserta 65 personel.

Asril mengungkapkan, jajarannya menemui kendala dalam memadamkan api, yakni
ruko dalam keadaan terkunci dan arus listrik masih menyala.

""Ruko terkunci dan harus dibongkar paksa terlebih dahulu serta listrik masih
menyala,"" ungkap dia.

Beruntung tidak ada korban jiwa dan luka akibat kebakaran ini karena ruko
dalam keadaan kosong.

Akibat api melalap bangunan seluas 600 meter persegi, pemilik toko ditaksir
mengalami kerugian sebesar Rp 500 juta.

""Taksiran kerugian Rp 500 juta,"" ujar Asril.

Menurut Asril, penyebab kebakaran hingga saat ini masih belum diketahui dan
masih diselidiki Sudin Gulkarmat Jakarta Pusat dan kepolisian setempat.

""Dugaan penyebab sementara belum diketahui karena ruko kosong dan saat terima
laporan, api sudah membesar,"" ucap Asril.

Sementara itu, operasi pemadaman dinyatakan selesai sekitar pukul 04.20 WIB.

 "
11,-,-,bogor,jakarta selatan,jawa barat,dki jakarta," \- Berdasarkan data yang dirilis Badan Meteorologi Klimatologi dan
Geofisika (BMKG), cuaca Jabodetabek hari ini masih diliputi hujan disertai
petir atau kilat dan angin kencang di sebagian besar wilayah.

BMKG menyampaikan peringatan dini untuk wilayah Jakarta tentang adanya potensi
hujan yang disertai kilat atau petir dan angin kencang di wilayah Jakarta
Selatan, Jakarta Barat dan Jakarta Timur pada sore dan malam hari nanti.

Potensi hujan disertai kilat atau petir dan angin kencang pada siang dan malam
hari juga terjadi di Bogor, Bekasi dan Tangerang.

### Prakiraan cuaca Jabodetabek hari ini pada siang hingga dini hari nanti:

  
Jakarta Barat: Hujan ringan Hujan ringan Berawan

Jakarta Pusat: Hujan ringan Hujan ringan Hujan ringan

Jakarta Selatan: Hujan petir Hujan ringan Berawan

Jakarta Timur: Hujan sedang Hujan ringan Berawan

Jakarta Utara: Berawan Hujan ringan Hujan ringan

Kepulauan Seribu: Cerah berawan Berawan Hujan ringan

Bekasi: Hujan sedang Hujan Sedang Berawan

Bogor: Hujan sedang Hujan ringan Berawan

Tangerang: Hujan ringan Berawan Berawan

Serpong: Hujan sedang Berawan Berawan

Depok: Hujan sedang Hujan ringan Berawan

 "
12,bandung,-,serang,jakarta selatan,banten,dki jakarta," \- Badan Meteorologi, Klimatologi dan Geofisika atau BMKG memprakirakan,
wilayah Jakarta Selatan dan Timur akan diguyur  pada sore ini.

Dalam rilisnya Kamis, 22 Desember 2022, BMKG menyebutkan, pada siang hari
hujan intensitas ringan berpotensi turun di wilayah Jakarta Timur dan Selatan.
Sedangkan wilayah Jakarta lainnya cuaca berawan.

Pada sore hari, BMKG memperkirakan wilayah Jakarta Barat, Selatan dan Jakarta
Timur berpotensi terjadi hujan disertai petir dan angin kencang. Warga diimbau
waspada terhadap perubahan cuaca yang terjadi. ""Waspada potensi hujan yang
dapat disertai petir dan angin kencang di sebagian wilayah Jakarta Barat,
Selatan dan Jakarta Timur pada sore hari,"" tulis BMKG pada peringatan dininya,
seperti dikutip dari jakarta.go.id.

Pada malam hari, cuaca di seluruh wilayah Jakarta akan berawan. Kecuali di
Kepulauan Seribu yang akan terjadi hujan ringan. Saat dini hari nanti, cuaca
di seluruh wilayah Jakarta akan cerah berawan. Kecuali di Kepulauan Seribu
terjadi hujan ringan.

Untuk suhu udara y pada hari ini berkisar antara 24 hingga 29 derajat celcius
dengan kelembapan udara sekitar 75 hingga 95 persen.

Badan Meteorologi, Klimatologi dan Geofisika (BMKG) memprakirakan cuaca di
sebagian besar wilayah di Indonesia berpotensi berawan pada Kamis hari ini.

Berdasarkan informasi prakiraan cuaca yang disampaikan BMKG melalui laman
www.bmkg.go.id di Jakarta, Kamis, disebutkan cuaca berawan diprakirakan akan
dialami oleh sejumlah daerah, yakni D.I. Yogyakarta, Jakarta, Jambi, Semarang,
Pontianak, Palangka Raya, Pangkal Pinang, dan Tanjung Pinang.

Cuaca berawan juga diprakirakan akan menaungi daerah Lampung, Palembang,
Banjarmasin, Mataram, Mamuju, Makassar, Manado, serta Sofifi (Maluku Utara).

Sementara cuaca di Banda Aceh dan Denpasar diprediksi akan turun hujan dengan
intensitas ringan. Cuaca cerah berawan diprakirakan akan terjadi di daerah
Serang, Bengkulu, Bandung, Surabaya, Padang, Medan, Gorontalo, Samarinda,
Tanjung Selor, Palu, Ambon, Jayapura, dan Manokwari.

Sementara cuaca di wilayah Pekanbaru berpotensi berkabut. Kemudian cuaca di
Kupang berpotensi hujan dengan intensitas sedang. Cuaca di daerah Kendari
diprakirakan  pada Kamis ini.

 "
13,-,-,-,jakarta barat,-,dki jakarta," \- Badan Meteorologi, Klimatologi dan Geofisika atau BMKG memprakirakan,
sebagian wilayah Jakarta bakal diguyur  pada siang dan sore ini. Sementara
sebagain lainnya cuaca berawan.

Dalam rilisnya, Minggu, 18 Desember 2022, BMKG menyebutkan pada siang hari
wilayah Jakarta Barat, Selatan dan Jakarta Timur akan turun hujan ringan.
Sedangkan di Jakarta Pusat dan Utara cuaca berawan dan Kepulauan Seribu cerah
berawan.

Saat sore menjelang malam, Jakarta Selatan dan Timur berpotensi diguyur hujan
yang disertai petir dan angin kencang. Warga diimbau mewaspadai adanya
perubahan cuaca yang terjadi.

""Waspada potensi hujan yang dapat disertai petir dan angin kencang dengan
durasi singkat di sebagian wilayah Jakarta Selatan dan Jakarta Timur pada
siang dan sore hari,"" tulis BMKG dalam peringatan dininya seperti dikutip dari
jakarta.go.id.

Pada malam hari, cuaca di wilayah Jakarta Barat, Selatan dan Jakarta Timur
akan terjadi hujan ringan. Di Jakarta Pusat, Jakarta Utara dan Kepulauan
Seribu cuaca berawan.

Saat dini hari nanti, cuaca di wilayah Jakarta Barat, Selatan dan Jakarta
Timur akan berawan. Di Jakarta Pusat dan Jakarta Utara akan cerah berawan. Di
Kepulauan Seribu akan terjadi hujan ringan.

Untuk udara pada hari ini berkisar antara 25 hingga 33 derajat celcius dengan
kelembapan sekitar 65 hingga 90 persen.

 "
14,-,-,-,jakarta selatan,-,dki jakarta," \-  diwarnai potensi hujan disertai dengan petir dan angin kencang. Badan
Meteorologi, Klimatologi, dan Geofisika atau BMKG memperkirakan, hujan ringan
mengguyur Jakarta Selatan dan Jakarta Timur siang ini.

Sementara itu, cuaca di Jakarta Barat, Jakarta Pusat, dan Jakarta Utara cerah
berawan. Kondisi cuaca di lima kota Jakarta pada malam hari diprediksikan
cerah berawan dan berawan.

Kemarin hujan juga turun di . Alhasil, sejumlah ruas jalan dan rukun tetangga
(RT) di Jakarta Barat serta Jakarta Selatan kebanjiran.

Untuk perkiraan cuaca di daerah penyangga, hujan berpotensi turun di sebagian
wilayah Kota Bogor, Depok, dan Bekasi mulai siang ini.

""Waspada potensi hujan yang dapat disertai kilat atau petir dan angin kencang
pada rentang waktu antara siang atau sore hingga menjelang malam hari,""
demikian bunyi peringatan dini BMKG yang dilansir situs resminya, Jumat, 2
Desember 2022.

Berpindah ke daerah lain, hujan juga kemungkinan membasahi Tangerang bagian
selatan pada hari ini. Dari prakiraan , intensitas hujan sedang hingga lebat.

 "
15,sirimau,-,ambon,-,maluku,-,"\- Para pengungsi korban kebakaran di Ambon di Kawasan Mardika, Kecamata
Sirimau, mengeluh kurangnya jatah makanan dari dapur umum yang didirikan
pemerintah.

Para pengungsi mengaku tak lagi mendapat jatah sarapan beberapa hari terakhir.
Padahal, mereka selalu mendapat sarapan pada hari-hari sebelumnya.

Untuk makan pagi itu mereka sudah tidak antar lagi dan untuk makan siang itu
selalu telat diantar, kata salah satu pengungsi, Ira yang ditemui
_Kompas.com_ di lokasi pengungsian, Rabu (14/12/2022).

Pemkot Ambon masih memberlakukan status tanggap darurat usai kasus kebakaran
yang menghanguskan sejumlah bangunan di Kota Ambon itu. Status itu berlaku
selama tujuh hari.

Selama tanggap darurat, Pemkot Ambon ikut mendirikan dapur umum untuk memenuhi
kebutuhan makan ratusan pengungsi di lokasi tersebut.

Menurut Ira, para pengungsi terpaksa mengeluarkan uang untuk membeli sarapan.
Hal itu semakin mempersulit kondisi pengungsi yang tak lagi memiliki mata
pencaharian.

Kalau pagi hari itu kita beli makan sendiri apalagi untuk anak-anak mereka
tidak bisa tahan sampai jam dua siang, katanya.

  
Senada dengan Ira, Norma salah satu pengungsi lainnya juga mengaku
mengeluarkan uang untuk membeli makan. Apalagi, makan siang dari dapur umum
telat datang.

Kalau untuk sarapan pagi itu sudah tidak dapat lagi tapi yang kita sesalkan
ini untuk makan siang, masa sampai jam dua baru datang, jadi kita ini selalu
mengeluarkan uang untuk makan di luar, sama seperti hari ini kita juga baru
makan jam dua lewat, katanya.

Norma menegaskan, tak semua pengungsi memiliki daya tahan tubuh yang sama.
Oleh karena itu, mereka meminta agar paket makan siang bisa diantar tepat
waktu.

Apalagi, banyak lansia dan anak-anak yang harus dijaga kesehatannya di lokasi
pengungsian.

Kalau seperti ini orang bisa sakit dan yang menderita mag bisa menderita,
ujarnya.

 "
16,-,-,jakarta barat,-,dki jakarta,dki jakarta," \- Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) memprakirakan cuaca
di wilayah DKI Jakarta diguyur hujan pada Senin, 26 Desember 2022.

Laman resmi BMKG menginformasikan prakiraan cuaca di lima wilayah DKI Jakarta
seperti Jakarta Pusat, Jakarta Timur, Jakarta Utara, Jakarta Selatan, dan
Kepulauan Seribu diprakirakan hujan dengan intensitas sedang pada pagi hari.

Sedangkan untuk wilayah Jakarta Barat diprakirakan hujan dengan intensitas
ringan pada pagi hari.

Hujan dengan intensitas ringan juga diprakirakan mengguyur Jakarta Pusat,
Jakarta Utara, dan Kepulauan Seribu pada siang hari.

Wilayah lain seperti Jakarta Timur dan Jakarta Barat diprakirakan hujan dengan
intensitas sedang. Sedangkan Jakarta Selatan hujan disertai dengan petir.

""Waspada potensi hujan lebat yang dapat disertai kilat dan angin kencang di
sebagian wilayah Jakarta Barat, Jakarta Selatan, dan Jakarta Timur pada siang
dan sore hari serta sebagian wilayah Jakarta Utara dan Kepulauan Seribu pada
dini hari,"" tulis BMKG. .

Pada malam hari, seluruh wilayah DKI Jakarta diprakirakan kembali hujan dengan
intensitas ringan.

Suhu udara di DKI Jakarta berkisar antara 22 hingga 28 derajat celsius,
sedangkan kelembaban udara berkisar antara 80 hingga 100 persen.

 "
17,teluknaga,-,tangerang,tangerang,banten,banten," \- Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Tangerang, Banten
menyebutkan wilayah pesisir utara tepatnya di permukiman Pantai Tanjung Pasir,
Kecamatan Teluknaga terendam  akibat adanya cuaca buruk yang melanda daerah
itu.

""Hari ini Minggu (25/12) terjadi ombak besar dan angin kencang, hingga air
laut naik ke daratan, ruas jalan dan rumah penduduk direndam air sekitar 40
centimeter,"" kata Kepala Bidang Kedaruratan dan Logistik BPBD Kabupaten
Tangerang, Abdul Munir di Tangerang, Minggu, 25 Desember 2022.

Ia menjelaskan, banjir yang dipicu oleh luapan air laut tersebut terjadi sejak
pukul 08.00 WIB, dan surut pada pukul 16.00 WIB.

Akan tetapi, BPBD Kabupaten Tangerang tidak merincikan jumlah total rumah yang
terdampak dari adanya cuaca buruk tersebut.

""Setelah ada laporan kami langsung terjunkan personel dari pos Damkar Kosambi
untuk lakukan pada pukul 13.00 WIB, di Pantai Tanjung Pasir dihantam ombak
disertai angin kencang,"" katanya.

Ia menyebutkan, personil yang melakukan di lokasi, langsung berkoordinasi
dengan Pangkalan Utama TNI Angkatan Laut sebagai langkah mitigasi kebencanaan.

Kemudian, pihaknya mengimbau agar masyarakat yang beraktivitas di Pantai
Tanjung Pasir agar berhati-hati. Karena saat ini dalam menghadapi bulan baru
akan rawan terjadinya cuaca buruk.

""Perahu penyeberangan wisata Tanjung Pasir dan Pulau Untung Jawa untuk
sementara tidak beraktivitas, hingga kondisi cuaca kondusif/stabil,"" kata dia.

 "
18,sirimau,sirimau,ambon,ambon,maluku,maluku,"\- Kebakaran hebat melanda permukiman padat penduduk di kawasan Lorong Tahu,
Mardika, Kecamatan Sirimau, Kota Ambon, Maluku, Jumat (9/12/2022) dini hari.

Kebakaran tersebut ikut menghanguskan ratusan kios, lapak serta bangunan kos-
kosan dan juga rumah warga di kawasan itu.

Selain itu, api yang merembet cepat juga ikut membakar kompleks penjualan
pakaian bekas yang berada di lokasi yang berdekatan.

Warga setempat sempat berusaha memadamkan kobaran api dengan memanfaatkan air
dari sungai Batu Merah. Namun, kebakaran sulit dipadamkan karena api terus
merembet dengan cepat lantaran banyak bangunan yang terbuat dari bahan yang
mudah terbakar.

Pantauan _Kompas.com_ di lokasi kebakaran, hingga pukul 11.00 WIT petugas
pemadam kebakaran masih terus memadamkan titik-titik api. Sememtara, ratusan
warga yang rumah dan tempat usahnya terbakar masih tetap berada di lokasi
tersebut.

Hadi, seorang warga yang menjadi korban, mengaku, insiden kebakaran itu
terjadi sekira pukul 04.00 WIT.

""Saya dengar ada suara ribut-ribut saat saya mau ke masjid ternyata ada
kebakaran,"" katanya.

Hadi mengaku, saat kebakaran mulai membesar, ia langsung memilih kembali ke
rumah dan membawa istri dan anaknya keluar dari rumah mereka.

""Kami keluar hanya dengan membawa surat-surat penting dan pakaian di badan,
barang-barang lain semua terbakar,"" katanya.

Kebakaran baru berhasil dipadamkan setelah lima jam petugas pemadam kebakaran
berusaha memadamkan api. Petugas pemadam kebakaran dibantu oleh warga.

Sejauh ini, polisi belum dapat memastikan penyebab kebakaran tersebut.

Saat ini polisi telah memasang garis polisi di lokasi kebakaran untuk
kepentingan penyelidikan.

 "
19,kuta selatan,kuta selatan,badung,badung,bali,bali,"Sebuah bangunan vila milik warga negara Perancis, TF (69), di Jalan Tundun
Penyu, Banjar Bakung Sari, Desa Ungasan, Kecamatan Kuta Selatan, Kabupaten
Badung, Bali, dilanda kebakaran pada Kamis (8/12/2022) sekitar pukul 21.00
Wita.

Kepala Seksi Humas Polresta Denpasar Iptu I Ketut Sukadi mengatakan, api
diduga berasal dari korsleting pada alat pengisap asap yang terletak di dapur
vila tersebut.

Dalam peristiwa tersebut, satu bangunan vila yang berisi dua televisi, tiga
AC, satu kulkas, dan tiga tempat tidur ludes dilalap api.

""Untuk kerugian masih belum bisa ditentukan,"" kata dia dalam keterangan
tertulis pada Jumat (9/12/2022).

Sukadi mengatakan, kejadian tersebut awalnya diketahui seorang saksi bernama I
Ketut Salak (46), yang bekerja sebagai petugas sekuriti di vila.

Saat itu, saksi diberitahu oleh seorang penghuni yang melihat asap dari salah
satu ruangan di vila tersebut.

Dia kemudian mendatangi bangunan vila itu dan ternyata sedang ditinggalkan
oleh penghuninya.

Dalam keadaan panik, dia berusaha masuk ke dalam vila untuk memadamkan. Namun,
dalam seketika api sudah menjalar ke bagian atap vila tersebut.

Saksi kemudian melaporkan kejadian tersebut ke aparat setempat melalui _handy
talky_ agar segera menghubungi petugas pemadam kebakaran Kabupaten Badung.

""Pukul 21.30 Wita, 12 unit damkar Kabupaten Badung dan ITDC Nusa Dua tiba di
lokasi untuk memadamkan api,"" kata dia.

Setelah petugas bersama warga berjibaku selama lebih kurang tiga jam, api
akhirnya berhasil dipadamkan pada pukul 24.00 Wita.

 "
20,-,-,jakarta selatan,jakarta selatan,dki jakarta,dki jakarta,"\- Artikel tentang Majelis Hakim Pengadilan Negeri Jakarta Selatan (PN Jaksel)
yang heran dengan pengakuan Ferdy Sambo soal penembakan Brigadir Yosua menjadi
pemberitaan yang paling banyak dibaca di _Kompas.com_ pada Kamis (8/12/2022).

Selain itu, artikel mengenai Kuat Ma'ruf yang melaporkan hakim PN Jaksel ke
Komisi Yudisial juga menjadi terpopuler.

Kemudian, artikel tentang kebakaran di kantor Kementerian Hukum dan HAM
(Kemenkumham) juga menarik minat pembaca.

Berikut ulasan selengkapnya.

## 1\. Hakim Heran dengan Pengakuan Ferdy Sambo: Kalau Tak Ingin Yosua Tewas,
Mengapa Perintahkan Menembak?

Majelis hakim Pengadilan Negeri Jakarta Selatan (PN Jaksel) heran dengan
pernyataan Ferdy Sambo soal perintah menembak Nofriansyah Yosua Hutabarat atau
Brigadir J.

Dalam sidang, Sambo mengaku dirinya sebenarnya tak ingin Yosua kehilangan
nyawa. Namun, saat itu Sambo sendiri yang memerintahkan anak buahnya menembak
Brigadir J.

Ini dikonfrontasi hakim saat Sambo hadir sebagai saksi dalam sidang pembunuhan
berencana Brigadir Yosua dengan terdakwa Richard Eliezer, Ricky Rizal, dan
Kuat Ma'ruf di Pengadilan Negeri Jakarta Selatan (PN Jaksel), Rabu
(7/12/2022).

""Saudara menghendaki korban Yosua itu meninggal tidak?"" tanya hakim dalam
sidang.

""Tidak, Yang Mulia,"" jawab Sambo.

## 2\. Pihak Kuat Ma'ruf Laporkan Hakim PN Jaksel ke KY

Penasihat hukum terdakwa Kuat Ma'ruf melaporkan majelis hakim yang
menyidangkan kasus pembunuhan berencana terhadap Nofriansyah Yosua Hutabarat
atau Brigadir J ke Komisi Yudisial (KY).

Majelis hakim yang mengadili perkara ini diketuai oleh Wahyu Iman Santoso
dengan Morgan Simanjutak Alimin Ribut Sujono sebagai hakim anggota.

Penasihat hukum Kuat Maruf, Irwan Irawan, membenarkan adanya laporan
tersebut. Namun, ia enggan membeberkan lebih jauh apa yang dilaporkan ke KY.

## 3\. Kantor Kemenkumham Terbakar, 65 Personel Damkar Dikerahkan

Kantor Kementerian Hukum dan HAM di Jalan HR Rasuna Said, Kuningan, Jakarta
Selatan, kebakaran pada salah satu bagiannya, Kamis (8/12/2022).

""Petugas pemadam kebakaran sudah tiba untuk memadamkan api, ujar humas
Kemenkumham, Tubagus Erif, kepada wartawan pada Kamis siang.

Penyebab masih belum diketahui, kata dia.

Dari foto dan video yang diterima _Kompas.com_ , tampak api berkobar di salah
satu ruangan di sudut lantai kantor pemerintahan itu. Api juga tampak sudah
menjalar ke lantai atas.

 "
21,matraman,-,jakarta timur,jakarta timur,dki jakarta,dki jakarta,"\- Kebakaran melanda sebuah rumah sekaligus tempat usaha penjual serabi di
Jalan Matraman Raya No 40 RT 002/01, Kebon Manggis, Matraman, Minggu
(11/12/2022) siang pukul 15.03 WIB.

Kasie Ops Sudin Gulkarmat Jakarta Timur Gatot Sulaeman menjelaskan penyebab
kebakaran. Menurut dia, nyala api terjadi saat pemilik rumah berinial S (58)
sedang menyetrika.

""Sang pemilik toko yakni S sedang menggosok plakat merek UMKM, dia melihat api
dan langsung disiram menggunakan air tanpa mematikan saklar,"" ujar Gatot
dikutip dalam keterangannya, Minggu.

Namun, bukannya padam, api justru semakin membesar dan merambat ke
sekelilingnya.

Gatot mengungkapkan, api muncul karena kertas yang dilaminating untuk digosok
tiba-tiba terbakar.

""Jadi infonya kertas dilaminating dengan digosok, pakai setrikaan,"" ujar
Gatot.

Tidak ada korban jiwa dalam musibah tersebut.

""Beruntungnya, tidak ada korban jiwa dari kebakaran tersebut. Total jiwa yang
terselamatkan mencapai empat KK dengan tujuh orang,"" ujar Gatot.

Total sebanyak 65 personel damkar diterjunkan guna memadamkan api. Selain itu,
terdapat 13 unit mobil pemadam ikut diterjunkan guna proses pemadaman.

Gatot menyebut nyala api berhasil dijinakkan sekitar satu setengah jam
kemudian atau pada pukul 16.27 WIB.

 "
22,sirimau,sirimau,ambon,ambon,maluku,maluku,"\- Badan Penanggulangan Bencana Daerah (BPBD) Kota Ambon membangun sejumlah
tenda darurat untuk menampung ratusan pengungsi korban kebakaran di kawasan
Mardika, Kelurahan Rijali, Kecamatan Sirimau, Kota Ambon, Maluku, Jumat
(9/12/2022).

Tenda darurat yang dibangun itu berada di sebuah tanah lapang tak jauh dari
kantor Kelurahan Rijali yang berada di lokasi kebakaran.

Pantauan _Kompas.com_ di lokasi kejadian, hingga malam ini ada tiga tenda
berukuran besar yang telah didirikan petugas BPBD.

Meski tiga tenda telah dibangun, namun para pengungsi belum bisa masuk ke
tenda karena petugas masih membuat tempat tidur dari kayu dan tripleks agar
pengungsi tidak tidur beralaskan tanah dan tidak kedinginan.

Selain mendirikan tenda darurat untuk menampung para pengungsi, Dinas Sosial
juga telah membangun dapur umum untuk melayani kebutuhan makan para korban
kebakaran.

Penjabat Wali Kota Ambon, Bodewin Wattimena, saat meninjau lokasi kebakaran,
mengatakan, pemerintah saat ini sedang melakukan upaya tanggap darurat untuk
menangani para pengungsi korban kebakaran.

Kita tentu berharap dengan penanganan secara cepat seluruh masyarakat yang
terdampak ini dapat tertangani secara baik dan manusiawi, baik untuk tempat
tinggalnya kesehatannya dan untuk mekanannya dan sebagainaya, katanya kepada
wartawan.

Ia mengaku saat ini Pemkot Ambon masih terus mendata warga yang terdampak
langsung dari musibah kebakaran tersebut.

Menurutnya, pendataan para korban kebakaran sangat penting agar pemerintah
bisa mengambil langkah penanganan sesuai dengan data yang ada.

Kita masih mendata dan dari data itulah yang menjadi dasar bagi kita untuk
mengambil langkah-langkah penanganan, tapi yang pasti pemerintah kota akan
mengambil tanggap darurat terhadap peristiwa kebakaran ini, ungkapnya.

![Pemukiman padat penduduk di kawasan Mardika, kecamatan Sirimau, kota Ambon,
Maluku terbakar, Jumat
\(9/12/2022\)](https://asset.kompas.com/crops/yYhhBZpwphaQ3lvwJZZflPSaYbw=/0x0:0x0/750x500/data/photo/2022/12/09/6392af1d7e2f5.jpg)KOMPAS.COM/RAHMAT
RAHMAN PATTY Pemukiman padat penduduk di kawasan Mardika, kecamatan Sirimau,
kota Ambon, Maluku terbakar, Jumat (9/12/2022)

Sejauh ini, kata dia, semua Organisasi Perangkat Daerah (OPD) terkait di
Pemerintah Kota Ambon telah digerakan untuk membantu para korban kebakaran di
kawasan tersebut.

Semua OPD terkait bahkan kepolisian semua ikut membantu dalam proses ini tapi
yang pasti kami mengaharapkan upaya ini terkoordinir secara baik supaya bisa
mendapatkan rasa keadilan, katanya.

Sebelumnya, kebakaran hebat melanda kawasan Mardika, Kecamatan Sirimau, Kota
Ambon, pada Jumat (9/12/2022) sekira puku 04.00 WIT.

Musibah itu menyebabkan ratusan bangunan hangus terbakar, termasuk rumah dan
kios milik warga. Selain itu, dua orang dinyatakan meninggal dunia dan seorang
lagi mengalami luka bakar cukup serius.

 "
23,sirimau,sirimau,ambon,ambon,maluku,maluku,"\- Tim penyidik dari Pusat Laboratorium Forensik (Puslabfor) Polri mulai
melakukan olah tempat kejadian perkara (TKP) lokasi kebakaran di kawasan
Mardika, Kecamatan Sirimau, Kota Ambon, Minggu (11/12/2022).

Sebanyak tiga personel Puslabfor Polri didampingi Direktur Reskrimum Polda
Maluku Kombes Pol Andri Iskandar dan Kapolresta Pulau Ambon dan Pulau-Pulau
Lease Kombes Pol Raja Arthur Simamora melakukan olah TKP.

Hari ini tiga personel Puslabfor Polri melakukan olah TKP di lokasi kebakaran
di Mardika. Mereka didampingi oleh Dirreskrimum Polda Maluku dan Kapolresta
Ambon, ungkap Kabid Humas Polda Maluku, Kombes Pol Muhamad Roem Ohoirat
kepada _Kompas.com_ , Minggu (11/12/2022).

Menurut Roem, olah TKP dilakukan untuk mengungkap penyebab kebakaran hebat
yang terjadi pada Jumat (9/12/2022) dini hari.

Olah TKP ini untuk mengungkap penyebab kebakaran yang terjadi, katanya.

  
Dia mengatakan, polisi diharapkan bisa mendapat kesimpulan terkait penyebab
kebakaran usai olah TKP rampung.

Nanti hasil olah TKP seperti apa terkait penyebab kebakaran tersebut, akan
kami sampaikan lebih lanjut, kata Juru Bicara Polda Maluku ini.

Sebelumnya, Kapolda Maluku Irjen Pol Lotharia Latif memastikan akan meminta
tim Laboratorium Forensik Polri untuk menyelidiki penyebab kebakaran yang
terjadi di kawasan tersebut.

Adapun kebakaran hebat melanda kawasan Mardika, Kecamatan Sirimau, Kota Ambon,
Jumat (9/12/2022) pukul 04.00 WIT.

Musibah itu menyebabkan ratusan bangunan termasuk rumah dan kios milik warga
hangus terbakar. Selain itu dua orang dinyatakan meninggal dunia dan satu
warga mengalami luka bakar cukup serius.

 "
