,new_kec,old_kec,new_kab,old_kab,new_prov,old_prov,berita
4343,-,-,jakarta selatan,jakarta selatan,dki jakarta,dki jakarta," \- Kepala Satuan Lalu Lintas (Kasat Lantas) Polres Metro Jakarta Selatan
Kompol Joko mengatakan gelar perkara mahasiswa UI tewas tertabrak bakal
dilanjutkan pada hari Selasa. Mahasiswa Universitas Indonesia Muhamad Hasya
Atallah Saputra tewas tertabrak mobil Mitsubishi Pajero yang dikendarai
seorang pensiunan polisi pada Oktober lalu.

""Besok masih dilanjut,"" katanya ketika dihubungi Tempo pada Senin, 28 November
2022.

Gelar perkara kasus dugaan tabrak lari yang menewaskan pengendara motor
berusia 18 tahun itu telah dilakukan Senin kemarin, setelah upaya mediasi
gagal. Polisi telah memeriksa saksi dan meninjau tempat kejadian perkara (TKP)
kecelakaan secara keseluruhan.

Direktur Lalu Lintas Polda Metro Jaya Komisaris Besar Polisi Latif Usman
menuturkan polisi akan mengundang ahli untuk melihat unsur pidana sebelum
penetapan tersangka.

""Akan kita padukan, nanti hasilnya bagaimana, kita nanti juga akan mengundang
ahli untuk menentukan, proses ini masih berlanjut,"" kata Latif di kantornya.

Dirlantas Polda Metro Jaya itu menjelaskan, gelar perkara dilakukan juga untuk
menentukan status perkara apakah naik dari penyelidikan ke penyidikan atau
tidak. Sementara ini dia melihat kasusnya masih belum ditemukan siapa yang
salah dalam penyebab kecelakaan tersebut.

Menurut Kasatlantas Polres Metro Jakarta Selatan, polisi telah memeriksa
sejumlah saksi. Kalau saksi, ada lima, termasuk temannya yang naik motor di
belakangnya, kata dia.

Sebelumnya, informasi soal kecelakaan Muhammad Hasya Atallah Saputra beredar
melalui pesan singkat WhatsApp. Dalam pesan tersebut, terdapat foto Hasya yang
mengenakan jaket almamater UI.

Hasya diduga menjadi korban tabrak lari pengendara mobil Pajero yang merupakan
seorang pensiunan Polri.

Insiden tersebut terjadi ketika mahasiswa UI itu menghindari genangan air dan
kondisi motor tidak stabil akibat mengerem secara mendadak. Pemotor hindari
genangan air. Jadi ngerem mendadak dia goyang, berbarengan dengan badan dia
kena mobil pas lewat si Pajero, ujar Joko pada Jumat lalu.

 "
4344,-,-,tangerang,kepulauan seribu,banten,dki jakarta," \- Satu kapal berpenumpang tujuh orang dilaporkan tenggelam di perairan
Kepulauan Seribu, Jakarta, Jumat pagi sekitar jam 10.00 WIB.

Tim reaksi cepat Satuan Polisi Pamong Praja Kepulauan Seribu telah menyusuri
lokasi tenggelamnya kapal bersama personel SAR gabungan.

""Perkembangan, disampaikan anggota sedang menuju TKP (tempat kejadian
perkara). Terima kasih,"" kata Kepala Satpol PP Kepulauan Seribu Atok Baroni
saat dikonfirmasi wartawan di Jakarta Utara, Jumat, 23 Desember 2022.

Atok mengonfirmasi bahwa benar ada informasi awal yang melaporkan kapal
tenggelam di perairan Kepulauan Seribu.

Informasi yang diterima wartawan pada Jumat, terjadi kecelakaan kapal
tenggelam di selatan Pulau Tidung atau dekat Pulau Payung dengan nama kapal KM
Nurul Hidayat dari Kronjo, Kabupaten Tangerang.

Kapal tersebut akan berlayar dengan tujuan ke Pulau Kelapa. Adapun tujuh orang
diketahui berada dalam kapal tersebut dengan rincian kru empat orang dan
penumpang tiga orang.

 "
4345,-,-,-,-,jawa barat,-," \- Masyarakat dapat melapor kepada pihak kepolisian bila terjadi sesuatu
yang menimpa mereka. Secara umum, laporan dapat disampaikan dengan mendatangi
kantor polisi terdekat. Tetapi, laporan juga dapat dilakukan melalui telepon
call center 110\. Bagaimana caranya?

Menurut Undang-Undang Nomor 8 Tahun 1981 tentang Hukum Acara Pidana, laporan
adalah pemberitahuan yang disampaikan oleh seorang karena hak atau kewajiban
berdasarkan undang-undang kepada pejabat yang berwenang tentang telah atau
sedang atau diduga akan terjadi peristiwa pidana.

Laporan yang dimaksud bisa terkait informasi, adanya kecelakaan, bencana,
kerusuhan, serta pengaduan seperti penghinaan, ancaman, tindak kekerasan.

### Call Center 110

Melansir laman , untuk mempercepat akses layanan kepada masyarakat, Polri
telah bekerja sama dengan PT Telekomunikasi Indonesia (Telkom) untuk
menyediakan layanan Contact Center. Tak harus datang ke kantor polisi,
masyarakat dapat melapor via telepon dengan melakukan panggilan ke 110.
Kehadiran layanan via telepon ini ditujukan untuk memenuhi harapan serta
kebutuhan masyarakat terhadap terselenggaranya layanan keamanan publik.
Layanan ini diresmikan sejak Kamis, 20 Mei 2022.

Kehadiran Layanan Contact Center 110 ini untuk memenuhi harapan dan kebutuhan
masyarakat terhadap terselenggaranya layanan keamanan publik, kata Kapolri
Jenderal Listyo Sigit di Mapolda Jawa Barat, saat peresmian.

Dalam penyelenggaraan layanan , Polri juga menyediakan sistem aplikasi yang
memungkinkan pencatatan atau perekaman setiap interaksi Polri dan masyarakat.
Sehingga dimungkinkan pengendalian respons kebutuhan masyarakat terhadap
Polri. Sistem ini akan membuka saluran via telepon, pesan singkat, email, fax
dan media sosial yang didukung oleh jaringan Telkom Group di Indonesia.
Masyarakat yang melakukan panggilan ke 110 akan langsung terhubung ke agen
yang akan memberikan layanan dibutuhkan.

Layanan call center 110 dapat diakses secara gratis oleh masyarakat. Selain
itu, layanan ini terbuka selama 24 jam. Namun, Polri mengimbau agar layanan
ini tak dibuat main-main. Bila hal ini terjadi, polisi dapat melacak
masyarakat yang memberikan laporan bohong tersebut. Untuk itu, saat membuat
laporan, sebaiknya berikan informasi yang jelas dan dapat dimenangkan. Laporan
bisa berisi informasi terkait waktu, kronologi, dan tempat di mana kejadian
atau peristiwa terjadi.

Semua pengaduan warga yang memakai ponsel maupun telepon rumah atau umum akan
terekam dan terlacak oleh GPS di semua Polres, Polda dan Mabes Polri.
Panggilan ke 110 yang dibuat masyarakat akan tersambung ke Polres terdekat.
Apabila panggilan tak diangkat oleh petugas, telepon akan disambungkan ke
Polda. Begitu juga apabila Polda tidak mengangkat panggilan, telepon akan
diteruskan ke Mabes Polri. Dengan adanya layanan contact center 110 ini,
masyarakat dapat dengan mudah memberikan laporan terkait kecelakaan atau
kejahatan secara gratis dan tersedia selama 24 jam.

 "
4346,bakauheni,-,lampung selatan,-,lampung,banten,"\-

Menteri Perhubungan (Menhub) Budi Karya Sumadi merespons dan memberikan
catatan terkait peristiwa mobil tercebur ke laut di Pelabuhan Merak, Banten.
Menurutnya cuaca buruk harus diwaspadai oleh PT ASDP Indonesia Ferry selaku
operator penyeberangan.

Hal itu dikatakan Budi Karya di sela kunjungannya ke Pelabuhan Bakauheni,
Lampung Selatan, Sabtu (25/12/2022). Menurut dia, peristiwa terceburnya mobil
itu disebabkan oleh faktor cuaca.

""Catatannya yakni soal cuaca yang buruk, untuk itu pihak ASDP harus cermat
serta waspada dalam mempersiapkan penyebarangan dari dermaga ke kapal,"" kata
dia kepada wartawan.

  

Sementara, Direktur Utama (Dirut) ASDP Indonesia Ferry Ira Puspadewi meminta
maaf atas peristiwa yang telah terjadi di Pelabuhan Merak. Ira mengakui ada
kelalaian dalam mengamati perubahan cuaca sehingga menyebabkan peristiwa itu
terjadi.

""Kami mohon maaf, dan ada beberapa hal yang memang harus diperbaiki, terutama
dalam menghadapi cuaca akhir-akhir ini, angin dan arus yang cenderung
berubah,"" kata Ira.

Ira memastikan pengawasan dalam proses bongkar muat kapal akan dilakukan lebih
waspada dan berkoordinasi dengan BMKG.

Sebelumnya, satu mobil tercebur ke laut di dermaga 2 Pelabuhan Merak, Banten
viral di media sosial. Proses evakuasi dua korban dari dalam mobil yang
tenggelam itu berlangsung dramatis.

Kejadian itu disebut terjadi pada Jumat (23/12/2022) malam, sekitar pukul
22.15 WIB. Saat itu, sebuah mobil berwarna putih hendak masuk ke KMP Shalem.

Dilansir dari , belum diketahui pasti penyebab mobil tercebur. Mobil tersebut
berada di posisi ramp door kapal sebelum akhirnya jatuh ke laut.

""Iya mobil kecebur, belum tahu kita belum dapat (kronologi lengkap) ke arah
penyebabnya,"" kata Kasi Ops Basarnas Banten Heru Amir.

Proses evakuasi kedua korban bahkan berlangsung dramatis. Beberapa orang
terpaksa terjun ke laut dan meraih tangan seorang korban yang nyaris tenggelam
bersama mobilnya.

Warga dan penumpang kapal yang menyaksikan peristiwa itu histeris. Beruntung
kedua korban berhasil diselamatkan. Korban perempuan dilarikan ke Puskesmas
Pulomerak dan korban lainnya dibawa ke RS Krakatau Medika.

  
  
  
[Gambas:Video 20detik]  

 "
4347,kalipuro,ketapang,banyuwangi,sampang,jawa timur,jawa timur,"\-

Aksi sekelompok 'anak logam' nekat melawan bahaya tampak di Pelabuhan Ketapang
Banyuwangi. Mereka dari berbagai usia itu meminta uang receh dilempar ke laut,
banyak ditemui saat momen libur Nataru 2023.

Seperti pemandangan di Pelabuhan Ketapang, Banyuwangi, Senin (26/12/2022).
Mereka menyelam mengambil koin logam yang dilempar penumpang kapal. Sesuai
sebutannya, anak logam itu menceburkan diri memburu uang logam yang dilempar
ke laut oleh para penumpang.

Sembari bertelanjang dada para anak logam berenang dari tepi pantai mendekati
kapal yang hendak bersandar ke dermaga atau berangkat menuju ke Bali.

Kadang mereka juga menunggu di dalam kapal, lalu meminta penumpang melempa
uang ke laut. Mereka kemudian melakukan atraksi dengan melompat ke laut
mengumpulkan uang-uang yang dilempar. Tak tanggung-tanggung, mereka melompat
dari ketinggian 20 meter di atas kapal.

Salah satu anak logam, Riski (25) mengaku sudah melakukan aksi itu sedari
kecil atau sejak masih pelajar sekolah dasar (SD). Menurut Riski, menjadi anak
logam adalah kegiatan sampingan sembari aktivitasnya bekerja.

""Aktivitas sampingan, uangnya untuk tambah-tambah kebutuhan di rumah,"" kata
pemuda asal Desa Ketapang, Kecamatan Kalipuro ini.

Dia menyebut biasanya pengunjung melemparkan uang koin Rp 500 dan Rp 1.000.
Ada beberapa penumpang yang juga melempar uang kertas. Di hari biasa,
pendapatan per anak biasanya Rp 30 ribu hingga Rp 50 ribu. Namun di saat momen
libur, pendapatannya bisa meningkat tajam mencapai ratusan ribu rupiah.

""Kalau pas libur seperti saat ini ya rezeki, per anak bisa dapat Rp 100 ribu
hingga Rp 200 ribu,"" ujarnya.

Ditanyai soal bahayanya, Riski tahu betul aktivitas yang dilakukannya ini
sangat berisiko. Seperti tenggelam atau bahkan terkena baling-baling kapal.
Akan tetapi, dia mengaku terbiasa sehingga dia tidak begitu mempedulikannya.

""Ya tahu, tapi sudah tidak takut dengan bahayanya,"" bebernya.

Dia mengaku pernah terseret gelombang yang tiba-tiba saja datang saat
berenang. Namun dirinya berusaha maksimal untuk tetap muncul diatas permukaan
air.

""Sempat mau tenggelam karena gelombang tiba-tiba tinggi. Untung bisa naik ke
atas,"" pungkasnya.

  
  
  
[Gambas:Video 20detik]  

 "
4348,-,-,-,-,-,-,"\-

Dalam melaksanakan salat,  menjadi salah satu hal yang menentukan sah atau
tidaknya salat tersebut.

Perintah untuk salat menghadap kiblat disebutkan dalam sebuah riwayat yang
berasal dari Khallad bin Rafi':

إِذا قمتَ إِلى الصلاة فأسبغ الوضوء، ثمَّ استقبِل القبلة فكبِّر

Artinya: ""Jika kamu hendak salat sempurnakanlah wudhu kemudian menghadaplah ke
arah kiblat."" (HR. Muslim. Bukhari juga meriwayatkan hal serupa.)

Khalilurrahman Al-Mahfani dan Abdurrahim Hamdi dalam Buku Kitab Lengkap
Panduan Shalat menjelaskan bahwa menghadap kiblat dalam salat berarti
menghadap Kakbah yang terletak di Makkah. Apabila tidak melihatnya, maka harus
menghadap ke arah Kakbah tersebut.

###

### Lalu bagaimana kita menentukan saat sedang berada di atas kendaraan?

Dalam buku Masjid dan Perwakafan yang diterbitkan oleh Tafakur disebutkan
ketika tidak dapat turun dari kendaraan itu, baik karena kendaraan melaju atau
tidak dapat dihentikan sesuai dengan keinginan kita. Misalnya saja seperti
pesawat terbang, perahu, kendaraan umum dan kendaraan darat di atas genangan
air.

""Dalam keadaan demikian dibenarkan salat wajib di atas kendaraan dan tentunya
menghadap ke arah yang sesuai dengan arah kendaraan itu. Hanya saja menghadap
kiblat tetap diusahakan bila memungkinkan,"" tulis buku tersebut.

Hal tersebut disebutkan dalam sebuah hadits bahwa Rasulullah SAW ditanya oleh
seorang sahabatnya, ""Bagaimana cara saya salat di atas perahu (kapal)?"" Beliau
bersabda, ""Salatlah di dalam perahu itu dengan berdiri, kecuali kamu takut
tenggelam."" (HR. Ad-Daruquthi)

##  
Tata Cara Salat Ketika Berkendaraan

Ada beberapa tata cara yang dapat dilakukan ketika sedang berkendaraan.
Mengutip Buku Ajar: Pendidikan Agama Islam oleh Dodi Ilham Mustaring, berikut
adalah tata caranya:

1\. Salat dalam kendaraan bisa dilakukan dengan cara duduk di atas kendaraan

2\. Rukuk dan sujud dapat dilakukan seperti layaknya salat orang yang sedang
sakit

3\. Jika arah kiblat diketahui, maka takbiratul ihram dilakukan dengan posisi
badan dan kedua tangan dihadapkan ke arah kiblat. Selanjutnya dapat mengikuti
arah kendaraan itu berlaku.

4\. Apabila arah kiblat tidak diketahui, maka salat dapat menghadap ke arah
mana saja.

Selain itu, cara salat dalam kendaraan ini pernah dicontohkan oleh Rasulullah
SAW di mana beliau memajukan kendaraannya ke depan dan melakukan salat dengan
cara membungkuk dengan bungkuknya sujud lebih rendah daripada rukuk. (HR.
Ahmad, Nasa'i, Daruqutuni, dan Tirmizi)

## Cara Bersuci di dalam Kendaraan

Jika ketika berkendaraan tidak terdapat air untuk berwudhu, maka bersuci dapat
dilakukan dengan cara tayamum. Tayamum dapat dilakukan menggunakan debu yang
terlihat dan bukan merupakan debu yang bersifat mikroskopis.

Namun jika dalam kendaraan masih terdapat air atau kamar mandi, maka
dianjurkan untuk tetap berwudhu. Anjuran ini dapat dilakukan dengan kondisi
persediaan air di dalam kendaraan tersedia banyak sehingga dengan
menggunakannya tidak menyebabkan kesulitan air bagi penumpang lainnya.

Hal tersebut dapat ditemui dalam perjalanan menggunakan kapal laut. Dalam
kapal laut, jumlah air terdapat banyak sehingga bisa tetap melakukan wudhu
karena terpakainya air tidak menimbulkan kekurangan persediaan.

Adapun cara alternatif lain untuk bersuci ketika tengah berada dalam
perjalanan darat adalah dengan mencari mushola dan melakukan wudhu dengan
tepat.

Itulah beberapa panduan salat dan  ketika sedang berada di dalam kendaraan.
Semoga bermanfaat ya detikers.

  
  
  
[Gambas:Video 20detik]  

 "
4349,-,-,-,-,-,-,"\-

Seorang warga negara Indonesia (WNI) tewas akibat pesawat jatuh di Yunani.
Kementerian Luar Negeri (Kemelu) menyebut korban merupakan pilot pesawat
tersebut.

""KBRI Athena telah menerima informasi dari Hellenic Coast Guard (HCG) Yunani
terkait kecelakaan pesawat bermesin tunggal di lepas pantai utara Heraklion,
Crete, Kamis (15/12),"" ucap juru bicara Kemlu Teuku Faizasyah, dikutip dari ,
Jumat (16/12/2022).

""Kecelakaan mengakibatkan tewasnya dua orang awak pesawat. Salah satu korban
adalah warga negara Indonesia, usia 68 tahun, yang merupakan pilot pesawat
tersebut,"" katanya.

  

Di lain pihak, otoritas Yunani masih mendalami penyebab dari kecelakaan
tersebut. KBRI Athena disebut terus berkomunikasi dengan otoritas Yunani untuk
mendapat informasi terbaru.

""KBRI Athena telah dan terus berkoordinasi erat dengan otoritas setempat,
pihak-pihak terkait termasuk keluarga dan perusahaan tempat korban bekerja,""
katanya.

Kemudian, proses pemulangan jenazah akan dibantu oleh KBRI Athena. Namun,
Faizasyah belum mendapat informasi kapan jenazah korban akan dibawa ke tanah
air.

""KBRI Athena juga akan membantu dalam proses pemulagan jenazah ke tanah air.
(Soal waktu) lazimnya karena permintaan keluarga. Saya pastikan lebih lanjut,""
katanya.

Diberitakan sebelumnya, sebagaimana dikutip media lokal ekathimerini.com,
Jumat (16/12), sumber-sumber Penjaga Pantai Yunani mengatakan mereka telah
menemukan dan mengeluarkan dua pria berusia 32 dan 62 tahun dari pesawat kecil
tersebut. Pria yang lebih muda, warga negara Afrika Selatan, ditemukan
selamat. Namun, pria berumur 62 tahun yang disebut sebagai WNI, telah
meninggal dunia.

Tim penyelamat sempat melakukan CPR pada WNI tersebut ketika dia ditemukan
tidak sadarkan diri. Namun, dokter memastikan kematiannya di Rumah Sakit
Venizeleio, tempat dia dibawa setelah diangkat dari lautan.

Pesawat kecil yang dilaporkan terdaftar di Indonesia itu, lepas landas dari
Bandara Iraklio menuju ke Mesir sebelum pesawat jatuh.

Pesawat itu jatuh di laut lepas Pulau Kreta, beberapa saat setelah mengirim
sinyal SOS. Dalam laporan ERT, dikutip dari Anadolu, sinyal SOS dikirim
sekitar pukul 09.55 waktu setempat.

Penjaga pantai langsung bergerak menuju lokasi kecelakaan dan berhasil menarik
keluar dua orang yang ada di pesawat tersebut.

Otoritas setempat sedang menyelidiki insiden tersebut untuk menentukan
penyebab kecelakaan pesawat tersebut.

  
  
  
[Gambas:Video 20detik]  

 "
4350,-,-,-,-,-,-,"\-

Wright Brothers Day adalah perayaan internasional yang jatuh pada tanggal 17
Desember. Hari besar itu termasuk peringatan tahunan yang diselenggarakan di
Amerika Serikat.

Wright Brothers Day untuk memperingati penerbangan pesawat pertama yang
berhasil dioperasikan dengan mesin. Berikut adalah serba-serbi Wright Brothers
Day 17 Desember.

##

## Apa Itu Wright Brothers Day?

Mengutip dari laman National Today, Orville dan Wilbur Wright memiliki peran
penting pada penerbangan dalam sejarah Amerika Serikat. Mereka berhasil
menerbangkan pesawat pertama yang dapat dikendalikan dengan mesin.

Wright bersaudara adalah putra pasangan Milton Wright dan Susan Catherine
Koerner. Keluarga itu pindah 12 kali karena posisi Milton Wright sebagai uskup
di Gereja United Brethren in Christ. Mereka akhirnya menetap di Dayton pada
tahun 1884.

Wright Brothers Day atau Hari Wright Bersaudara adalah peringatan untuk
mengenang jasa Orville dan Wilbur Bright dalam sejarah penerbangan dunia.

## Wright Bersaudara Tertarik dengan Penerbangan

Wright Bersaudara tertarik dengan dunia terbang sejak usia muda. Pada tahun
1878, Ayah Wright bersaudara membawa pulang sebuah helikopter mainan untuk
mereka. Perangkat mainan tersebut didasarkan pada penemuan oleh perintis
penerbangan Perancis Alphonse Pénaud.

Wilbur dan Orville memainkannya sampai rusak, lalu membuat pesawat mereka
sendiri. Wright bersaudara memuji mainan pesawat itu sebagai asal mula minat
mereka untuk terbang.

##

## Percobaan Wright Bersaudara untuk Menerbangkan Pesawat

Pada tahun 1896, Wright bersaudara mulai serius dalam penelitian penerbangan.
Mereka menyukai strategi berlatih meluncur untuk menguasai seni kontrol
sebelum mencoba penerbangan yang digerakkan oleh mesin.

Percobaan mereka dimulai dengan mengamati burung terbang dan bagaimana hewan
mengubah sudut sayapnya untuk membuat tubuhnya berguling ke kiri atau ke
kanan. Wilbur menyimpulkan bahwa ini juga akan menjadi cara yang bagus untuk
mesin terbang berputar, seperti burung atau orang yang mengendarai sepeda.

## Wilbur Bersaudara Mulai Mengudara pada 17 Desember 1903

Setelah beberapa minggu penundaan akibat patahnya poros baling-baling selama
pengujian mesin, Wright bersaudara akhirnya mengudara pada tanggal di Kitty
Hawk, North Carolina pada 17 Desember 1903. Momen bersejarah itu
memperlihatkan Orville dan Wilbur Wright melakukan dua penerbangan masing-
masing dari permukaan tanah yang rata ke angin sakal glasial yang bertiup di
27 mil per jam.

Penerbangan pertama dilakukan oleh Orville sejauh 120 kaki dalam 12 detik
dengan kecepatan 6,8 mil per jam. Lalu, penerbangan berikutnya menempuh jarak
sekitar 175 dan 200 kaki, masing-masing oleh Wilbur dan Orville, pada
ketinggian 10 kaki di atas tanah.

Peristiwa bersejarah oleh Wright bersaudara ini dianggap sukses dalam
menemukan, membangun, dan menerbangkan pesawat pertama di dunia yang
dioperasikan dengan mesin. Ohio dan North Carolina sama-sama memuji Wright
bersaudara atas penemuan mereka yang mengubah dunia.

Kesuksesan Wright bersaudara diabadikan sebagai Wright Brothers Day.
Peringatan Wright Brothers Day setiap 17 Desember didasarkan pada momentum
penerbangan mereka pertama kali pada tanggal yang sama.

 "
4351,-,-,balikpapan,-,kalimantan timur,kalimantan selatan,"\-

Sebuah perahu nelayan yang mengangkut 5 orang di Kotabaru, Kalimantan Selatan
(Kalsel) tenggelam dihantam ombak saat berlayar. Tim SAR yang turun
mengevakuasi 3 orang, dan 2 lainnya hilang.

""Iya, benar kita terima informasi ada sebuah kapal tenggelam akibat cuaca
ekstrem yang terjadi di Perairan Marabatuan dan di perahu tersebut ada 5
orang,"" ujar kepala Kantor Pencarian dan Pertolongan (Basarnas) Banjarmasin Al
Amrad kepada Sabtu (24/12).

Peristiwa tersebut terjadi pada Jumat (23/12) pukul 10.00 Wita. 3 nelayan yang
selamat, yakni Arsyad (25), Aidil (25), Dian (35), sedangkan Acing (40) dan
Mansyah (40) dalam proses pencarian.

  

Amrad menjelaskan, keduanya awalnya hendak mencari ikan di cuaca ekstrem. Saat
perahu dihantam ombak, korban Arsyad dan Aidil sempat berenang dan berhasil
selamat sampai daratan.

""Untuk korban Aidil dan Dian selamat setelah berenang sejauh 20 kilometer ke
daratan menggunakan styrofoam,"" terangnya.

Tim SAR yang mendapat laporan kemudian ke lokasi melakukan pencarian. Korban
bernama Dian pun ditemukan tengah berada di atas kapal tongkang yang kandas
pagi tadi.

""Kita temukan pada Sabtu pagi, korban merupakan juragan kapal tersebut, dan
ditemukan berada di atas Kapal Tongkang yang kandas. Saat itu korban berenang
dan naik di tongkang yang kandas dan berada di sekitar tanjung pelayar,""
ungkap Amrad.

Saat ini tim SAR masih berupaya melakukan pencarian terhadap dua korban
lainnya, yakni Acing dan Mansyah.

""Kami akan lanjutkan pencarian 2 orang korban yang masih belum di temukan.
Kami harap semua dapat kita temukan dalam keadaan selamat,"" tutup Al Amrad

## Waspada Gelombang Tinggi

Sebelumnya, BMKG Kalimantan Timur (Kaltim) mengeluarkan peringatan dini
kewaspadaan gelombang tinggi di Laut Jawa dan Selat Makassar. Gelombang
setinggi 4 meter di perairan tersebut diprediksi terjadi selama dua hari ke
depan.

""Sampai 26 Desember di Selat Makassar bagian Selatan dan Laut Jawa itu memang
masih tinggi. Bahkan bisa mencapai 4 Meter untuk di Laut Jawa dan Laut Selat
Makassar bagian Utara. Selat Makassar bagian selatan juga demikian,"" ucap
Koordinator Data dan Informasi Stasiun Meteorologi Kelas I Sultan Aji Muhammad
Sulaiman Sepinggan Balikpapan Diyan Novrida kepada Sabtu (24/12).

Diyan menambahkan, gelombang tinggi diperkirakan juga terjadi di Selat
Makassar bagian tengah dan perairan di Kota Balikpapan.

""Untuk Selat Makassar bagian tengah itu potensinya sampai 2,5 meter,
ketinggian gelombang nya. Untuk di Perairan Balikpapan mencapai 1,5 meter,""
terangnya.

  
  
  
[Gambas:Video 20detik]  

 "
4352,-,-,bangka,belitung timur,bangka belitung,bangka belitung,"\-

Helikopter milik Polri hilang kontak di Belitung Timur, Kepulauan Bangka
Belitung. Polri memastikan helikopter tersebut layak terbang.

""Kondisinya layak terbang,"" ujar Karo Penmas Divisi Humas Polri Brigjen Ahmad
Ramadhan, kepada wartawan, Minggu (27/11/2022).

Ramadhan belum bisa menyimpulkan apakah helikopter tersebut jatuh atau tidak.
Menurut Ramadhan, terlalu dini menyimpulkan helikopter jatuh.

""Jadi pesawat tersebut datanya NBO105/P-1103,"" katanya.

""Crewnya ada 4 orang,"" lanjutnya.

Ramadhan mengatakan Korpolairud Baharkam Polri hingga Polda Babel turun
melakukan pencarian.

""Akan dilakukan upaya pencarian oleh Korpolairud Baharkam Polri, Polda Babel
serta instansi terkait,"" katanya.

 "
4353,-,-,-,-,-,-,"\-

Seorang pilot pria warga negara Indonesia (WNI) tewas dalam sebuah kecelakaan
pesawat bermesin tunggal di laut lepas pantai utara Kreta, Yunani. Otoritas
setempat tengah menyelidiki penyebab kecelakaan.

""Kecelakaan mengakibatkan tewasnya dua orang awak pesawat. Salah satu korban
adalah warga negara Indonesia, usia 68 tahun, yang merupakan pilot pesawat
tersebut,"" ujar Juru Bicara Kementerian Luar Negeri (Kemlu) Teuku Faizasyah
seperti dilansir dari , Jumat (16/12/2022).

Faizasyah mengatakan pihaknya mendapatkan informasi soal kecelakaan pesawat
bermesin tunggal itu dari Hellenic Coast Guard (HCG) Yunani. Dia menyebut
kecelakaan terjadi pada Kamis (15/12) waktu setempat.

  

""KBRI Athena telah menerima informasi dari Hellenic Coast Guard (HCG) Yunani
terkait kecelakaan pesawat bermesin tunggal di lepas pantai utara Heraklion,
Crete, Kamis (15/12),"" katanya.

Lebih lanjut Faizasyah menjelaskan pihaknya belum mengetahui kapan jenazah
akan dibawa pulang ke tanah air. Namun dia memastikan KBRI Athena akan
membantu proses pemulangan jenazah korban ke Indonesia.

""KBRI Athena juga akan membantu dalam proses pemulangan jenazah ke tanah air.
(Soal waktu) lazimnya karena permintaan keluarga. Saya pastikan lebih lanjut,""
katanya.

Selain itu, Faizasyah menuturkan KBRI Athena akan terus berkoordinasi dengan
otoritas Yunani untuk mendapatkan informasi terbaru. KBRI Athena juga
berkomunikasi dengan keluarga dan perusahaan tempat korban bekerja.

""KBRI Athena telah dan terus berkoordinasi erat dengan otoritas setempat,
pihak-pihak terkait termasuk keluarga dan perusahaan tempat korban bekerja,""
tutur Faizasyah.

## Sempat Kirim SOS Sebelum Jatuh

Dilansir dari media lokal ekathimerini.com yang dikutip pada Jumat (16/12),
dilaporkan pesawat bermesin tunggal yang ditumpangi pilot WNI itu sempat
mengirimkan sinyal SOS sebelum terjadinya kecelakaan.

Dalam laporan ERT yang dikutip dari Anadolu, sinyal SOS dikirim sekitar pukul
09.55 waktu setempat. Penjaga pantai kemudian langsung bergerak menuju lokasi
kecelakaan dan disebut sempat menarik keluar dua orang dari dalam pesawat.

Sumber-sumber Penjaga Pantai Yunani mengatakan saat ditemukan salah satu awak
pesawat warga negara Afrika Selatan, seorang pria berusia 32 tahun, masih
dalam keadaan selamat. Namun pilot WNI disebut telah meninggal dunia.

CPR sempat dilakukan oleh tim penyelamat terhadap pilot WNI ketika ditemukan
dalam keadaan tak sadarkan diri. Namun ketika korban dibawa ke Rumah Sakit
Venizelio, dokter memastikan dia telah meninggal dunia.

Pesawat kecil bermesin tunggal itu dilaporkan lepas landas dari Bandara
Iraklio. Pesawat itu disebut tengah dalam perjalanan menuju ke Mesir sebelum
akhirnya terjatuh di laut lepas pantai utara Kreta.

  
  
  
[Gambas:Video 20detik]  

 "
