tingkat setelah parent,parent,similarity
4,jingah,"[('tarab', 0.785173773765564), ('kunjang', 0.7826236486434937), ('pinyuh', 0.7821431159973145), ('geringging', 0.7560815215110779), ('gerong', 0.7516473531723022), ('patai', 0.7462136745452881), ('citanduy', 0.7449796199798584), ('cikapundung', 0.7384938597679138), ('janiah', 0.7333011627197266), ('manau', 0.7328745126724243)]"
4,juhar,"[('perbesi', 0.7946510910987854), ('batukarang', 0.7567522525787354), ('seberaya', 0.7488337159156799), ('pergendangen', 0.7362403869628906), ('blangmee', 0.7327588796615601), ('seuot', 0.7306911945343018), ('lampaseh', 0.7199774384498596), ('karokaro', 0.7154648900032043), ('sibreh', 0.7143805623054504), ('siborong', 0.7134918570518494)]"
4,juleha,"[('enyak', 0.768902599811554), ('ipeh', 0.747779905796051), ('boim', 0.7469865083694458), ('soleha', 0.7392026782035828), ('rojali', 0.7258267998695374), ('centini', 0.7182475328445435), ('marni', 0.716899037361145), ('slebor', 0.7104658484458923), ('nurlela', 0.7054980397224426), ('mpok', 0.7015170454978943)]"
4,kado,"[('bingkisan', 0.5660520792007446), ('petaka', 0.5379735827445984), ('liontin', 0.506758987903595), ('jodoh', 0.5048392415046692), ('kenang', 0.49795812368392944), ('berkah', 0.4932153522968292), ('suamiku', 0.4878208637237549), ('arisan', 0.4801582098007202), ('ibuku', 0.47989025712013245), ('elegi', 0.4795491099357605)]"
4,kaget,"[('terkejut', 0.7895963191986084), ('kesal', 0.7631534934043884), ('penasaran', 0.7116350531578064), ('geram', 0.705879271030426), ('panik', 0.688618004322052), ('terharu', 0.6752992272377014), ('sedih', 0.6687125563621521), ('histeris', 0.6661938428878784), ('ceking', 0.6645973920822144), ('bingung', 0.6564177870750427)]"
4,kagum,"[('takjub', 0.8136087656021118), ('terkesima', 0.7574015855789185), ('bangga', 0.7361851334571838), ('iri', 0.7351012229919434), ('kecewa', 0.7328217625617981), ('terharu', 0.7269843816757202), ('geram', 0.7242254614830017), ('kesal', 0.7002536058425903), ('terkesan', 0.6971265077590942), ('jengkel', 0.6882225871086121)]"
4,kalahnya,"[('kekalahan', 0.6182743906974792), ('menyerahnya', 0.6150328516960144), ('kekalahannya', 0.602955162525177), ('mundurnya', 0.6004429459571838), ('anschluss', 0.5867634415626526), ('terpecahnya', 0.5651964545249939), ('meletusnya', 0.551039457321167), ('terbunuhnya', 0.5480648279190063), ('ditangkapnya', 0.5336431264877319), ('berpisahnya', 0.5208133459091187)]"
4,kambrium,"[('paleozoikum', 0.7940553426742554), ('ordovisium', 0.7755060791969299), ('kenozoikum', 0.7473055720329285), ('miosen', 0.7442866563796997), ('mesozoikum', 0.7411471009254456), ('eosen', 0.7410485148429871), ('trias', 0.7364314198493958), ('glasial', 0.7323896884918213), ('silur', 0.7319746017456055), ('cretaceous', 0.72826087474823)]"
4,kanal,"[('saluran', 0.6145894527435303), ('terusan', 0.6028407216072083), ('terowongan', 0.5721243023872375), ('tanggul', 0.5522133708000183), ('bendung', 0.5438148975372314), ('irigasi', 0.5405924916267395), ('selokan', 0.5358003377914429), ('bendungan', 0.532090425491333), ('kabel', 0.5039557814598083), ('pemancar', 0.49583882093429565)]"
4,kapalnya,"[('kapal', 0.7062859535217285), ('karam', 0.6872075200080872), ('krunya', 0.6742486953735352), ('awaknya', 0.6679850816726685), ('pellew', 0.6404389142990112), ('hms', 0.6207603216171265), ('berlayar', 0.6190800070762634), ('sekoci', 0.6126420497894287), ('konvoi', 0.6077372431755066), ('shōkaku', 0.5975804328918457)]"
4,katulampa,"[('wadaslintang', 0.6617581844329834), ('bendung', 0.6476969718933105), ('keuliling', 0.6472604274749756), ('embung', 0.6443488597869873), ('cengklik', 0.6394744515419006), ('wilalung', 0.6341392993927002), ('cacaban', 0.6306289434432983), ('jatigede', 0.6258722543716431), ('cirata', 0.6224814653396606), ('saguling', 0.6220604777336121)]"
4,kawah,"[('kaldera', 0.7170659899711609), ('kenampakan', 0.7014162540435791), ('tubrukan', 0.6503755450248718), ('meteorit', 0.6092765927314758), ('retakan', 0.5769071578979492), ('komet', 0.575045645236969), ('vulkanik', 0.5726681351661682), ('gletser', 0.5709012746810913), ('callisto', 0.5694905519485474), ('gunungapi', 0.5659610629081726)]"
4,keabadian,"[('kebahagiaan', 0.6628490686416626), ('kedamaian', 0.6377083659172058), ('kesucian', 0.6269641518592834), ('ketenangan', 0.6257494688034058), ('kesempurnaan', 0.6163626313209534), ('kenikmatan', 0.6005121469497681), ('moksa', 0.5933296084403992), ('brahman', 0.5820459723472595), ('surgawi', 0.5710007548332214), ('kebaikan', 0.5674124956130981)]"
4,keangkuhan,"[('kesombongan', 0.6855799555778503), ('kebodohan', 0.6728824377059937), ('keteguhan', 0.6491875052452087), ('merendahkan', 0.6481069922447205), ('keserakahan', 0.6295309066772461), ('amarah', 0.6092653274536133), ('egoisme', 0.6024184226989746), ('ketamakan', 0.6012388467788696), ('kebosanan', 0.6008439064025879), ('kebencian', 0.5962827205657959)]"
4,keausan,"[('korosi', 0.7158455848693848), ('benturan', 0.6139825582504272), ('gesekan', 0.6132596731185913), ('pengereman', 0.5965090394020081), ('selip', 0.592320442199707), ('recoil', 0.5919526815414429), ('kekakuan', 0.5883617997169495), ('ketahanannya', 0.5865563154220581), ('penumpukan', 0.5687345266342163), ('tarikan', 0.5671340823173523)]"
4,kebahagiaan,"[('kedamaian', 0.756863534450531), ('ketenangan', 0.7458752393722534), ('kesenangan', 0.7256677150726318), ('kebaikan', 0.6902552843093872), ('kenikmatan', 0.6880857348442078), ('kebahagian', 0.6879002451896667), ('kegembiraan', 0.6860342621803284), ('kehangatan', 0.6662469506263733), ('keabadian', 0.6628491878509521), ('kesempurnaan', 0.657314121723175)]"
4,kebaikannya,"[('perbuatannya', 0.6806547045707703), ('kebaikan', 0.6600319743156433), ('kejujurannya', 0.6279595494270325), ('kejahatannya', 0.6168136596679688), ('kesalahannya', 0.6123293042182922), ('pengorbanannya', 0.6030680537223816), ('dosanya', 0.600387454032898), ('bersyukur', 0.5936839580535889), ('ketakutannya', 0.5936108827590942), ('bersukacita', 0.5892199277877808)]"
4,kebangkitan,"[('bangkitnya', 0.581871747970581), ('kejatuhan', 0.5330514907836914), ('kemunduran', 0.5140693783760071), ('penyatuan', 0.509530246257782), ('keruntuhan', 0.5072894096374512), ('kejayaan', 0.5070216059684753), ('disintegrasi', 0.4954894781112671), ('bangkit', 0.4863955080509186), ('kehancuran', 0.4815661609172821), ('kemerosotan', 0.4791610538959503)]"
4,kebangkrutan,"[('bangkrut', 0.6230485439300537), ('privatisasi', 0.6036983728408813), ('penundaan', 0.5971903204917908), ('bangkrutnya', 0.5937361717224121), ('restrukturisasi', 0.5831841826438904), ('swastanisasi', 0.5628040432929993), ('keterlambatan', 0.5615460872650146), ('keterpurukan', 0.5584275722503662), ('akuisisi', 0.5563933253288269), ('kerugian', 0.5525450110435486)]"
4,kebencian,"[('kecemburuan', 0.7771034240722656), ('kemarahan', 0.7651655077934265), ('ketidaksukaan', 0.7477863430976868), ('amarah', 0.7375444173812866), ('permusuhan', 0.7026250958442688), ('kekaguman', 0.7018551230430603), ('kecurigaan', 0.6912859082221985), ('kekejaman', 0.6855174899101257), ('penghinaan', 0.6853735446929932), ('kedengkian', 0.682122528553009)]"
4,kebisingan,"[('polusi', 0.6694728136062622), ('getaran', 0.6425216794013977), ('bising', 0.6319373846054077), ('turbulensi', 0.6068171858787537), ('derau', 0.6039456725120544), ('sensitivitas', 0.5951076149940491), ('visibilitas', 0.5684486031532288), ('kerentanan', 0.5639055967330933), ('gesekan', 0.5628560781478882), ('distorsi', 0.5616428852081299)]"
4,keburukan,"[('kebaikan', 0.6870667934417725), ('kesia', 0.664448618888855), ('kesombongan', 0.657812237739563), ('siaan', 0.6576518416404724), ('kebodohan', 0.631700873374939), ('kesenangan', 0.6188555359840393), ('perbuatan', 0.6166165471076965), ('ketidaktahuan', 0.6153366565704346), ('kekejian', 0.6122041344642639), ('kebencian', 0.6085755825042725)]"
4,kebutaan,"[('pendarahan', 0.7732023000717163), ('kelumpuhan', 0.7565539479255676), ('keguguran', 0.7273785471916199), ('amnesia', 0.6993454098701477), ('iritasi', 0.6961891651153564), ('kecacatan', 0.6852903366088867), ('trauma', 0.6815199851989746), ('paralisis', 0.6758288145065308), ('obesitas', 0.6754255294799805), ('perdarahan', 0.6711416244506836)]"
4,kecemasan,"[('kegelisahan', 0.7633324265480042), ('ketidaknyamanan', 0.7019531726837158), ('stres', 0.7003548741340637), ('halusinasi', 0.6882856488227844), ('kecemburuan', 0.6878215074539185), ('trauma', 0.6675364971160889), ('kejiwaan', 0.6649755835533142), ('fobia', 0.663847029209137), ('psikosis', 0.661220133304596), ('emosi', 0.6598665118217468)]"
4,kecemburuan,"[('kebencian', 0.7771034240722656), ('kemarahan', 0.7694351077079773), ('kekecewaan', 0.7124690413475037), ('amarah', 0.7088097929954529), ('kekaguman', 0.6970808506011963), ('ketidaksukaan', 0.6929143071174622), ('kegelisahan', 0.6923996210098267), ('kecemasan', 0.6878215074539185), ('ketidakpuasan', 0.6859626173973083), ('permusuhan', 0.6798162460327148)]"
4,kecerobohan,"[('ulahnya', 0.6868382096290588), ('ulah', 0.6720882654190063), ('kelalaian', 0.6712650656700134), ('kelalaiannya', 0.6348540782928467), ('kesombongannya', 0.5790572166442871), ('perbuatannya', 0.5724406838417053), ('kejahatannya', 0.5710521936416626), ('hasutan', 0.5695152878761292), ('kemarahannya', 0.5536907911300659), ('kecurangan', 0.5469180941581726)]"
4,kecewa,"[('kesal', 0.8332949876785278), ('geram', 0.7727380990982056), ('jengkel', 0.7665392160415649), ('terharu', 0.7479925155639648), ('takjub', 0.7429550886154175), ('terkejut', 0.7395769953727722), ('cemas', 0.7344168424606323), ('kagum', 0.7328218221664429), ('muak', 0.7297128438949585), ('frustasi', 0.7218668460845947)]"
4,kecurangan,"[('penyelewengan', 0.676551342010498), ('penipuan', 0.6682816743850708), ('pemerasan', 0.6279681921005249), ('pemalsuan', 0.6031407713890076), ('pemecatan', 0.5999979376792908), ('penyuapan', 0.5988626480102539), ('penggelapan', 0.5953572392463684), ('intimidasi', 0.5939708352088928), ('nepotisme', 0.591484010219574), ('plagiarisme', 0.5906057953834534)]"
4,kecurigaan,"[('kekhawatiran', 0.7741689085960388), ('keraguan', 0.7399837970733643), ('kesalahpahaman', 0.7195281982421875), ('tudingan', 0.717067301273346), ('kekecewaan', 0.7065562009811401), ('kemarahan', 0.6928147077560425), ('kebencian', 0.6912859082221985), ('kehebohan', 0.6812208890914917), ('ketidaksukaan', 0.68082195520401), ('ketidakpuasan', 0.6779316663742065)]"
4,kedengkian,"[('dengki', 0.7357962727546692), ('kesombongan', 0.6827541589736938), ('kebencian', 0.682122528553009), ('amarah', 0.6782523393630981), ('keserakahan', 0.6764918565750122), ('ketamakan', 0.6693497896194458), ('kecemburuan', 0.6316148042678833), ('penyesalan', 0.6152873635292053), ('kepedihan', 0.5980162024497986), ('kebodohan', 0.5956447124481201)]"
4,kedukaan,"[('penderitaan', 0.5691062211990356), ('kesesakan', 0.5321720838546753), ('kesedihan', 0.53093022108078), ('kesusahan', 0.5299151539802551), ('kemalangan', 0.524078369140625), ('penyesalan', 0.5123461484909058), ('kesengsaraan', 0.5005242824554443), ('kecemasan', 0.49519407749176025), ('dukacita', 0.4896649420261383), ('kesukaran', 0.4791732132434845)]"
4,kedung,"[('balong', 0.8078250885009766), ('sendang', 0.7955009341239929), ('tlogo', 0.7806487679481506), ('ranca', 0.7682725787162781), ('wadas', 0.7678595781326294), ('wonorejo', 0.7607991099357605), ('kalibening', 0.7606106996536255), ('setu', 0.7519721388816833), ('kepuh', 0.7517459392547607), ('banaran', 0.7514819502830505)]"
4,kegaduhan,"[('keributan', 0.6966133713722229), ('kehebohan', 0.6938842535018921), ('kegemparan', 0.6887498497962952), ('kekacauan', 0.6443009972572327), ('kepanikan', 0.614624559879303), ('kebingungan', 0.6086620092391968), ('kericuhan', 0.6015051007270813), ('keonaran', 0.5715991854667664), ('ketegangan', 0.568118155002594), ('keretakan', 0.5671567320823669)]"
4,kegagalan,"[('gagal', 0.6627848148345947), ('penundaan', 0.6224717497825623), ('keberhasilan', 0.6111539006233215), ('kemunduran', 0.6009316444396973), ('kebuntuan', 0.6002053022384644), ('kekalahan', 0.5879998207092285), ('kerugian', 0.576967716217041), ('kegagalannya', 0.5630176663398743), ('gagalnya', 0.5622172355651855), ('keterlambatan', 0.5536503791809082)]"
4,keganjilan,"[('keanehan', 0.5875257849693298), ('fenomena', 0.4871780276298523), ('kegelisahan', 0.4759339690208435), ('halusinasi', 0.4747593104839325), ('kengerian', 0.4731266498565674), ('kecemasan', 0.45587292313575745), ('kerawanan', 0.4510743319988251), ('obsesi', 0.44590434432029724), ('tendensi', 0.4396856725215912), ('sensasi', 0.43386560678482056)]"
4,kegelisahan,"[('kecemasan', 0.7633324265480042), ('keresahan', 0.7616803050041199), ('kecemburuan', 0.6923995614051819), ('kekecewaan', 0.6782363653182983), ('ketakutan', 0.6751500368118286), ('penderitaan', 0.6612957715988159), ('kekhawatiran', 0.6592486500740051), ('ketidakadilan', 0.6591836214065552), ('ketidakpuasan', 0.6591054201126099), ('ketidaknyamanan', 0.6534397602081299)]"
4,kegembiraan,"[('kesedihan', 0.7296024560928345), ('kehangatan', 0.6887004971504211), ('kebahagiaan', 0.6860341429710388), ('sukacita', 0.6752721071243286), ('ketenangan', 0.6624419689178467), ('emosi', 0.6605104207992554), ('kelembutan', 0.660140335559845), ('kekaguman', 0.6582016348838806), ('kerinduan', 0.6538860201835632), ('keceriaan', 0.6463574171066284)]"
4,kegilaan,"[('kesedihan', 0.6897063851356506), ('keputusasaan', 0.6762139797210693), ('ketakutan', 0.6728845834732056), ('kengerian', 0.6557919979095459), ('kecemasan', 0.6471147537231445), ('kecemburuan', 0.646134078502655), ('halusinasi', 0.6424620747566223), ('kebodohan', 0.6358187198638916), ('amarah', 0.6337648034095764), ('kebencian', 0.6205223798751831)]"
4,keguncangan,"[('kekisruhan', 0.6530494689941406), ('kegemparan', 0.6377408504486084), ('kebuntuan', 0.6112993955612183), ('kehebohan', 0.6051097512245178), ('pergolakan', 0.6033524870872498), ('keretakan', 0.5975919365882874), ('kevakuman', 0.5956494212150574), ('kericuhan', 0.5814542770385742), ('stagnasi', 0.5653499364852905), ('kemerosotan', 0.5528265833854675)]"
4,kejahatannya,"[('perbuatannya', 0.7111470699310303), ('tindakannya', 0.6660110950469971), ('pengkhianatan', 0.6532278656959534), ('hasutan', 0.6456092000007629), ('kegagalannya', 0.6363226771354675), ('kesalahannya', 0.6358975768089294), ('kebaikannya', 0.6168137192726135), ('dakwaan', 0.6070628762245178), ('kebodohannya', 0.6022478342056274), ('keberaniannya', 0.5894857048988342)]"
4,kejang,"[('diare', 0.8037492036819458), ('perdarahan', 0.7973763346672058), ('muntah', 0.794883668422699), ('akut', 0.7940919399261475), ('batuk', 0.7902830839157104), ('kronis', 0.782324492931366), ('migrain', 0.7820819020271301), ('anemia', 0.7793774008750916), ('mual', 0.7733690738677979), ('nyeri', 0.7718185186386108)]"
4,kejanggalan,"[('keanehan', 0.6717094779014587), ('tudingan', 0.5800536870956421), ('inkonsistensi', 0.5689703822135925), ('keraguan', 0.562675416469574), ('kecurigaan', 0.5573274493217468), ('kekeliruan', 0.5505355596542358), ('kesalah', 0.540139377117157), ('kesalahpahaman', 0.5307276844978333), ('kebohongan', 0.5301327705383301), ('rumor', 0.5289099812507629)]"
4,kejut,"[('getaran', 0.665705144405365), ('derau', 0.6650703549385071), ('elektromagnet', 0.660224199295044), ('elektromagnetik', 0.6453619003295898), ('peredam', 0.6405733823776245), ('detektor', 0.6318801641464233), ('vibrasi', 0.6300086379051208), ('interferensi', 0.6285436749458313), ('magnetis', 0.6122645735740662), ('statik', 0.6074111461639404)]"
4,kekaguman,"[('ketidaksukaan', 0.7631391882896423), ('simpati', 0.7317268252372742), ('kekecewaan', 0.7249298691749573), ('kecintaan', 0.7240053415298462), ('kebencian', 0.7018552422523499), ('kecemburuan', 0.6970809698104858), ('kepeduliannya', 0.6763989925384521), ('antusiasme', 0.6744592785835266), ('antipati', 0.6739093065261841), ('ketidaksenangan', 0.6665888428688049)]"
4,kekalahannya,"[('kemenangannya', 0.7444920539855957), ('kegagalannya', 0.711195170879364), ('kekalahan', 0.6845057606697083), ('mundurnya', 0.6118454337120056), ('kesalahannya', 0.6058872938156128), ('kepergiannya', 0.6058729290962219), ('kalahnya', 0.602955162525177), ('tindakannya', 0.6025249361991882), ('keberaniannya', 0.5895073413848877), ('penaklukannya', 0.5855749249458313)]"
4,kekejaman,"[('pengkhianatan', 0.752411961555481), ('penindasan', 0.7213759422302246), ('kebrutalan', 0.7199589014053345), ('penyiksaan', 0.6921653151512146), ('kebencian', 0.6855175495147705), ('fitnah', 0.6802763938903809), ('penghinaan', 0.6781666278839111), ('penganiayaan', 0.67611163854599), ('ketidakadilan', 0.6734820008277893), ('intimidasi', 0.6715149283409119)]"
4,kekejian,"[('kekejaman', 0.6509389877319336), ('perbuatan', 0.6443670392036438), ('kezaliman', 0.6200536489486694), ('keburukan', 0.6122041344642639), ('penghinaan', 0.6092523336410522), ('kesia', 0.6073429584503174), ('ketidakadilan', 0.5998586416244507), ('kesombongan', 0.5971418619155884), ('pembalasan', 0.5899617075920105), ('perzinahan', 0.5885929465293884)]"
4,kekeliruan,"[('kesalahpahaman', 0.6789649724960327), ('kesalahan', 0.6773204803466797), ('kerancuan', 0.6665756702423096), ('inkonsistensi', 0.661020040512085), ('ambiguitas', 0.6540551781654358), ('kontradiksi', 0.652953028678894), ('kesesatan', 0.6480373740196228), ('penyimpangan', 0.6443694829940796), ('penafsiran', 0.6412587761878967), ('ketidaktahuan', 0.6371806263923645)]"
4,kekesalannya,"[('kemarahannya', 0.6982932090759277), ('melampiaskan', 0.6154503226280212), ('perasaannya', 0.6047290563583374), ('kekesalan', 0.6005823016166687), ('memarahi', 0.5966347455978394), ('kekecewaannya', 0.5955628156661987), ('kesal', 0.5828106999397278), ('geram', 0.5821413993835449), ('ketakutannya', 0.5816541910171509), ('cemburu', 0.5812536478042603)]"
4,kekisruhan,"[('pergolakan', 0.6999120116233826), ('kegemparan', 0.6597323417663574), ('keguncangan', 0.6530494689941406), ('kericuhan', 0.645127534866333), ('kisruh', 0.6320903897285461), ('kehebohan', 0.6297586560249329), ('kepanikan', 0.6234676837921143), ('ketidakstabilan', 0.621608555316925), ('keresahan', 0.6190984845161438), ('kevakuman', 0.6132297515869141)]"
4,kekosongan,"[('kevakuman', 0.7168647050857544), ('perpecahan', 0.5406554341316223), ('kekacauan', 0.5207068920135498), ('kelowongan', 0.5070731043815613), ('kebuntuan', 0.4873965084552765), ('dualisme', 0.47763875126838684), ('perselisihan', 0.47002729773521423), ('kemerosotan', 0.4551149308681488), ('ketidakstabilan', 0.452950119972229), ('keruntuhan', 0.4526382386684418)]"
4,kelalaian,"[('kecerobohan', 0.6712650656700134), ('penyelewengan', 0.6453211903572083), ('pengabaian', 0.6247386932373047), ('ketidak', 0.6197963953018188), ('pemecatan', 0.6159005761146545), ('hasutan', 0.6115622520446777), ('paksaan', 0.6105915904045105), ('tindakannya', 0.6104137301445007), ('perzinahan', 0.599308967590332), ('kelalaiannya', 0.597898006439209)]"
4,kelelahan,"[('stres', 0.689848005771637), ('kesakitan', 0.661430299282074), ('muntah', 0.6607694625854492), ('kedinginan', 0.6473104357719421), ('keletihan', 0.6442634463310242), ('stress', 0.6385639309883118), ('penyakitnya', 0.6377589106559753), ('syok', 0.6320769190788269), ('pusing', 0.6318116188049316), ('pendarahan', 0.6300708651542664)]"
4,kelesuan,"[('stagnasi', 0.6974448561668396), ('resesi', 0.6777801513671875), ('kemerosotan', 0.6653493046760559), ('hiperinflasi', 0.6469084620475769), ('kemandekan', 0.6237411499023438), ('deflasi', 0.6093600988388062), ('malaise', 0.6007516384124756), ('kemunduran', 0.5971370935440063), ('stagflasi', 0.5922162532806396), ('keterpurukan', 0.5733597278594971)]"
4,kelowongan,"[('kevakuman', 0.6716602444648743), ('keratinisasi', 0.6425649523735046), ('cidera', 0.6335871815681458), ('kebutaan', 0.5975601077079773), ('keguguran', 0.5883258581161499), ('bioakumulasi', 0.5743851661682129), ('keretakan', 0.5690542459487915), ('keterlambatan', 0.5675127506256104), ('kemunduran', 0.563714861869812), ('disorientasi', 0.5610684752464294)]"
4,kelucuan,"[('kecemburuan', 0.6200355887413025), ('pertengkaran', 0.604772686958313), ('keanehan', 0.5898750424385071), ('keributan', 0.5897356867790222), ('tawa', 0.5803436636924744), ('kebingungan', 0.58001708984375), ('kekonyolan', 0.5785579681396484), ('kengerian', 0.5661570429801941), ('lucu', 0.5644357800483704), ('sensasi', 0.5642884969711304)]"
4,kematian,"[('kematiannya', 0.6867153644561768), ('meninggalnya', 0.6396251916885376), ('wafatnya', 0.6191381216049194), ('mangkatnya', 0.5653541088104248), ('kepergian', 0.5463038086891174), ('terbunuhnya', 0.5439318418502808), ('pembunuhannya', 0.5287790894508362), ('tewasnya', 0.5252957344055176), ('kejatuhan', 0.5143741369247437), ('mangkat', 0.5029891729354858)]"
4,kemelut,"[('prahara', 0.6188134551048279), ('gejolak', 0.5978235006332397), ('liku', 0.541805624961853), ('intrik', 0.5417542457580566), ('kegalauan', 0.5396102666854858), ('pergolakan', 0.5273562073707581), ('dilema', 0.5246642827987671), ('keputusasaan', 0.49556758999824524), ('godaan', 0.49368610978126526), ('pergulatan', 0.49016520380973816)]"
4,kemurtadan,"[('penganiayaan', 0.623299777507782), ('kesengsaraan', 0.6136922836303711), ('kebangunan', 0.5645994544029236), ('pertobatan', 0.5588065385818481), ('kesusahan', 0.551476001739502), ('nubuat', 0.5514243841171265), ('penghakiman', 0.5489544868469238), ('penderitaan', 0.5480482578277588), ('ketidakadilan', 0.5454614162445068), ('syirik', 0.5425792932510376)]"
4,kena,"[('terkena', 0.5557180047035217), ('maling', 0.5450599193572998), ('bikin', 0.5429431200027466), ('tersangkut', 0.5319083333015442), ('tertusuk', 0.5292251110076904), ('ditimpa', 0.5270240902900696), ('pusing', 0.5199964642524719), ('bersihkan', 0.513573944568634), ('mintak', 0.5125927925109863), ('akeh', 0.5102385878562927)]"
4,kenampakan,"[('kawah', 0.7014160752296448), ('tubrukan', 0.6880114078521729), ('albedo', 0.6801186800003052), ('ganymede', 0.6308465003967285), ('kaldera', 0.6285360455513), ('callisto', 0.6204141974449158), ('retakan', 0.6158254742622375), ('meteorit', 0.6156207323074341), ('permukaannya', 0.6068817973136902), ('bebatuan', 0.5920696258544922)]"
4,kendala,"[('keterbatasan', 0.6886626482009888), ('masalah', 0.6658623814582825), ('permasalahan', 0.6620140075683594), ('kesulitan', 0.6481114029884338), ('hambatan', 0.6387935280799866), ('persoalan', 0.5950912237167358), ('keterlambatan', 0.5864706039428711), ('penundaan', 0.5826480984687805), ('halangan', 0.5772563815116882), ('kekurangan', 0.5680863857269287)]"
4,kenikmatan,"[('kesenangan', 0.7914179563522339), ('ketenangan', 0.6888645887374878), ('kebahagiaan', 0.6880857348442078), ('hasrat', 0.6656996607780457), ('gairah', 0.6648057699203491), ('nafsu', 0.6625948548316956), ('kemewahan', 0.6539921760559082), ('kegembiraan', 0.6410865783691406), ('kepuasan', 0.6233567595481873), ('godaan', 0.6150503158569336)]"
4,kenozoikum,"[('mesozoikum', 0.8729366064071655), ('paleozoikum', 0.83707594871521), ('oligosen', 0.829311728477478), ('pliosen', 0.8186296820640564), ('paleogen', 0.8177734017372131), ('miosen', 0.8003621697425842), ('ordovisium', 0.7952701449394226), ('proterozoikum', 0.7934508323669434), ('eosen', 0.79215407371521), ('fanerozoikum', 0.7838016152381897)]"
4,kepahitan,"[('kesedihan', 0.7104563117027283), ('kesusahan', 0.6327296495437622), ('penderitaan', 0.6276851296424866), ('kesengsaraan', 0.609343945980072), ('kemalangan', 0.605004072189331), ('keputusasaan', 0.602320671081543), ('penyesalan', 0.5863920450210571), ('kesukaran', 0.5829182267189026), ('godaan', 0.5823153853416443), ('kesendirian', 0.5821573734283447)]"
4,kepedihan,"[('kesedihan', 0.6349419951438904), ('bersedih', 0.630901038646698), ('amarah', 0.6237267255783081), ('derita', 0.6093261241912842), ('sedihnya', 0.6075720191001892), ('kesakitan', 0.601544976234436), ('penderitaannya', 0.6004279851913452), ('kedengkian', 0.5980161428451538), ('ketulusan', 0.5979137420654297), ('kegundahan', 0.5944799184799194)]"
4,keppas,"[('kelasen', 0.8172678351402283), ('simsim', 0.789215087890625), ('siambaton', 0.7659629583358765), ('pungga', 0.7636404633522034), ('suak', 0.752837598323822), ('unyi', 0.748038649559021), ('boang', 0.7457848191261292), ('simangumban', 0.739320695400238), ('wamesa', 0.7388463616371155), ('pelis', 0.7382108569145203)]"
4,keprihatinan,"[('keprihatinannya', 0.7356260418891907), ('kekhawatirannya', 0.7284958362579346), ('kekhawatiran', 0.7219083905220032), ('kekecewaan', 0.709642231464386), ('ketidakpuasan', 0.6983160972595215), ('keraguan', 0.6845362782478333), ('ketidaksetujuan', 0.6699472069740295), ('kecurigaan', 0.6676585078239441), ('ketidaksukaan', 0.657730758190155), ('kegelisahan', 0.6533664464950562)]"
4,kepundan,"[('kaldera', 0.6713268756866455), ('fumarol', 0.653976559638977), ('gunungapi', 0.6258697509765625), ('stratovolcano', 0.6147717833518982), ('tuf', 0.5946177244186401), ('breksi', 0.593227744102478), ('punggungan', 0.5932043194770813), ('leleran', 0.579787015914917), ('rekahan', 0.578361451625824), ('riolit', 0.5764846205711365)]"
4,keracunan,"[('dehidrasi', 0.7608978152275085), ('diare', 0.7447433471679688), ('anemia', 0.7399161458015442), ('defisiensi', 0.7278507351875305), ('anafilaksis', 0.7226742506027222), ('difteri', 0.7194525599479675), ('alergi', 0.7176932692527771), ('disentri', 0.7112736105918884), ('pembusukan', 0.7087700366973877), ('overdosis', 0.7026012539863586)]"
4,kerancuan,"[('kebingungan', 0.7107348442077637), ('ambiguitas', 0.6895573139190674), ('kekeliruan', 0.6665756106376648), ('kesalahpahaman', 0.6612440943717957), ('pembedaan', 0.5875750184059143), ('perbedaan', 0.5717818140983582), ('ketidaknyamanan', 0.561262309551239), ('pertentangan', 0.5582383871078491), ('inkonsistensi', 0.5546517968177795), ('keraguan', 0.5400648713111877)]"
4,keratinisasi,"[('degenerasi', 0.657829225063324), ('paralisis', 0.6493671536445618), ('disorientasi', 0.6441441178321838), ('kebutaan', 0.6439346075057983), ('kelowongan', 0.6425649523735046), ('cidera', 0.6339200139045715), ('atrofi', 0.6298234462738037), ('kelumpuhan', 0.6274733543395996), ('klorosis', 0.6268080472946167), ('penebalan', 0.6191109418869019)]"
4,kerawanan,"[('kerentanan', 0.6322081685066223), ('kelangkaan', 0.5976660251617432), ('kecemasan', 0.5936014652252197), ('dampaknya', 0.5819408297538757), ('resiko', 0.5649666786193848), ('memburuknya', 0.5418899655342102), ('deforestasi', 0.5348026156425476), ('fobia', 0.5313079357147217), ('dampak', 0.5300641655921936), ('penipisan', 0.5259357690811157)]"
4,kerentanan,"[('sensitivitas', 0.7560893297195435), ('resistensi', 0.7366853952407837), ('ketergantungan', 0.6927134990692139), ('kompleksitas', 0.6665381193161011), ('kepekaan', 0.6552107334136963), ('efeknya', 0.6538762450218201), ('interferensi', 0.6387990713119507), ('kerawanan', 0.6322081685066223), ('resistansi', 0.6252941489219666), ('fluktuasi', 0.6250120997428894)]"
